temp_avg,et0,precip_7d,wind,soil_moisture,days_since,days_since_last_water,crop,irrigation_mm,phase_progress
22.564099167941944,5.447501864783841,1.1844972591552116,4.430235406939774,0.16775591562661965,2,4,1,0.0,0.3959327737350768
23.467474635998855,9.0,1.1844972591552116,4.164512035070957,0.06433544237649008,3,5,0,4.287458815138186,0.3715200827789341
22.683632761753156,6.91196535782394,1.1844972591552116,7.968983557671209,0.05,4,6,0,5.603951760245831,0.2085242215596296
23.286848645331546,8.442069223390828,1.1844972591552116,7.047077844299352,0.05,5,7,0,3.7075447972224187,0.32115608318777644
28.825872840564408,6.74382013936097,0.0,4.19457413822037,0.05,6,8,0,7.428281146159767,0.18902448084003243
30.986867810052694,5.433874838799213,0.0,3.9316209015539045,0.05,7,9,1,9.333517752117752,0.2504786167665888
25.04440153491538,6.2424270376572855,0.0,1.6713656779689028,0.05,8,0,1,8.092425814987598,0.17716649464074585
23.707649092893167,4.589033827858097,0.0,7.485582224723557,0.05,9,1,1,5.495992770737306,0.36501733608380893
19.310930586459385,6.531979865419216,0.0,6.906423934034386,0.05,10,2,0,8.551906346243449,0.24736642219146027
21.902691211973018,6.986121251333458,0.0,3.170017450159376,0.05,0,3,0,3.4615841594065353,0.16789040172724973
23.885639637069588,6.8238667750039355,0.0,6.273249012981441,0.05,1,0,1,2.2759851379022074,0.14786205035852962
22.198332736966304,8.776409970664824,0.0,6.33910598391747,0.05,0,1,1,3.663836596528861,0.21676158141425836
22.587244469468747,6.581948172767142,0.0,2.5953750205863044,0.05,1,2,0,1.913189431279525,0.017268590628758684
29.21226748699132,3.9877092990109495,0.0,5.295588289570782,0.05,2,3,0,2.4789981341886786,0.26682490205716136
24.637331268988053,9.0,0.6716946511857264,2.7852016238854795,0.45,3,4,1,0.0,0.3045084122195907
24.966142801792117,5.834589463637117,0.6716946511857264,6.529202363551381,0.35565410536362885,4,0,0,0.0,0.1768221166301483
22.645153441570173,8.342359370715153,0.7378687546142869,2.0766679173803984,0.2967174659702355,5,1,0,0.5204594038516364,0.35788372931918067
28.252231228382897,4.650162344790815,0.7378687546142869,5.682341990810941,0.22647844524470856,0,0,0,0.0,0.26866118235548114
24.129371367315677,7.290187343962993,0.7378687546142869,3.2820819815623286,0.13545829618550193,1,1,1,0.0,0.3084052875603384
23.247650640457227,5.7449284998628825,2.2453765828185555,1.2532744027468794,0.45,2,2,0,0.913048417136164,0.4186462701490632
20.106734974381972,2.7157100380699752,2.2453765828185555,1.8659325094762518,0.3868428996193003,3,3,1,2.4630690398113204,0.24444254555428205
24.700027400014886,6.536896054525841,1.573681931632829,5.584293967285158,0.29052650710449784,4,0,0,0.0,0.4137020672482109
23.257094598077074,6.8959914971240135,1.5736819316328288,2.6794001225538766,0.19832447156489785,5,1,0,2.3718920007883404,0.4067204642695574
29.992524180258386,6.6512660952516445,1.5075078282042682,5.417247608092701,0.1159458528871896,6,2,1,2.4989934586180382,0.42264087366581127
30.491570672628185,7.351294887966351,1.5075078282042682,3.9037551620090087,0.05,7,3,1,6.9264093645425,0.2526730284060912
21.27068983303464,6.587914975689045,1.5075078282042682,5.848994247133726,0.05,8,4,1,7.723097920168335,0.10480933120542299
21.62229045495226,7.099974780403238,0.0,4.45064035529836,0.05,9,5,0,10.03538402332221,0.24546547204340427
24.167568624319017,7.254010512380899,0.0,3.159829680128197,0.05,0,6,0,1.8526489160385202,0.17260208212221173
22.551747409860035,6.947186565525299,0.0,2.0207342590032127,0.05,1,0,1,1.569982563975932,0.31902813044828987
25.65099960688121,6.743419544970572,0.0,3.387687766948962,0.05,2,1,0,2.2784473265465097,0.2173756411040238
24.013323743053657,5.657251137993375,0.0,5.444258545487272,0.05,3,2,0,2.4576897986808013,0.2565015432354856
25.82479275544128,7.8860669839313395,5.816909514908237,6.183314536382047,0.45,4,3,0,1.5825131698069672,0.2227656973130424
28.017037977921785,6.56508978337717,5.816909514908237,2.122377723879934,0.34834910216622833,5,4,0,0.0,0.36377487715898216
21.757218995306033,6.437555920449002,5.816909514908237,5.64990686221682,0.2561056147884401,6,5,0,0.0,0.2754787232783172
27.91221333394266,7.743968021259876,5.816909514908237,2.254956567560586,0.1581774853927661,7,6,1,0.17268783306569002,0.36310176851960746
22.712895496050685,7.284221286839417,5.816909514908237,2.552735404429884,0.07268107369295067,8,7,1,1.9076603323032315,0.36252838626686235
31.31215950734815,5.908239838134905,5.816909514908237,4.719220681960105,0.05,9,0,1,1.8966046012646387,0.42663606564818884
29.693091752233272,8.81937591556911,5.816909514908237,3.0244161138325234,0.05,10,0,1,5.2970163958796155,0.6235518679972355
24.44998124179875,5.145904772450582,0.6265518616438278,5.631168088655405,0.45,11,0,0,0.0,0.5558157889536599
21.853147946109612,5.367420944033794,0.6265518616438278,7.690436369690768,0.3603257905596621,12,1,0,0.0,0.5719693391500966
21.2296074356586,7.900599409992637,0.6265518616438278,2.0422454093617595,0.25249373321496277,13,2,1,5.100840897911033,0.39029670550813905
27.261043765709115,9.0,0.6265518616438278,4.993575826165917,0.14229423455776577,14,3,1,10.071621232425278,0.3907492984142927
24.490564649844423,5.9944876948011485,0.6265518616438278,7.463094278712349,0.07096581884513303,15,4,0,10.671932583882121,0.3304328925016149
27.299667402616837,7.458920974220039,0.6265518616438278,2.2357028365612868,0.05,16,5,0,13.373323621305994,0.5710362291928319
31.064745136349153,5.028807405418211,2.512058746567444,3.5679563236940073,0.45,17,6,0,3.0910130590658973,0.6178958624718872
22.069618438661077,5.4001111108025235,1.885506884923616,1.86531784492851,0.3599988888919748,18,7,0,4.398166064337671,0.4844327831610691
20.61480021818242,8.46670227073325,1.885506884923616,5.494264028197639,0.2465319550732843,0,8,0,0.8829516647756577,0.12816863123441927
24.803104403780452,7.290452446196562,1.885506884923616,5.684000493862908,0.15390487420545595,1,0,0,0.0,0.2970812684157984
27.575695985213205,8.45865034966327,1.885506884923616,5.6492762360494595,0.05700598077238679,2,1,1,1.352909515542871,0.4068249774050157
21.231839325074205,8.313869863131686,2.5111133175666134,4.794889338543418,0.45,3,2,0,0.0,0.36594182033598055
24.06473318184743,3.5192951155138363,2.5111133175666134,6.223826074584405,0.37880704884486166,4,3,1,0.0,0.2690301897020802
27.97449181640937,4.827522100882084,0.6256064326429973,1.251141074659858,0.3002272639284519,0,4,0,0.0,0.21726945032832148
18.86512087541979,6.999631832663682,0.6256064326429973,7.7025944121171435,0.20621276448753895,1,5,1,0.0,0.3105749116922762
24.365023335730545,4.007388179060241,0.6256064326429973,2.5546734555054744,0.1496418615379334,2,6,0,0.0,0.4562051876898333
21.93002775407391,4.935321447717304,0.6256064326429973,1.8509337808422037,0.0883172981377257,3,7,1,6.110848296310644,0.15214977766857246
23.810059133937543,8.61964756029016,0.6256064326429973,7.587952300593521,0.05,4,8,0,6.5709916583212875,0.2920995197310345
25.450212711193462,5.627937798231138,0.3253466484487047,6.813058414531083,0.24999794077665238,5,9,1,3.7202399014856784,0.17392139174298432
23.86260858326731,7.465508887799231,0.3253466484487047,6.354092935041761,0.1553430166365279,6,10,1,7.30036534197899,0.15847015224860167
20.04492757430426,6.316279188318101,0.3253466484487047,1.7332199625728713,0.07975278342242466,7,11,0,6.574237910822356,0.1437522136748246
21.443393506048235,5.295806258807632,0.3253466484487047,6.652704495733161,0.05,8,12,0,8.587133453618756,0.2534461473777147
27.094611487220803,3.7752969396983356,0.3253466484487047,5.263164661068479,0.05,9,13,0,8.19634299942918,0.29270117312053445
23.665534542068247,6.576198446611883,0.3253466484487047,6.123360277082915,0.05,10,0,0,6.599901925825814,0.3459269407006282
25.0598395740341,8.36153570569648,0.3253466484487047,7.846491958728747,0.05,11,1,0,7.482268177599167,0.44292675574082585
23.146198911407772,5.154479773970916,0.0,2.361088239826002,0.05,12,2,1,8.038025692460433,0.28511484722659164
24.6754189764145,6.18558778857287,0.0,4.530673725729711,0.05,13,3,0,10.045351819440695,0.34225549079324935
20.90876092500221,3.752716526576736,0.0,6.273463625213805,0.05,14,4,1,9.864066541137056,0.2158828120124262
19.64020801643693,4.972651532038009,0.0,4.035594455401888,0.05,15,0,1,9.99942153117157,0.4228498401336199
24.07584097372486,6.4395717645859145,0.8969051207881814,1.3825715804274594,0.45,0,1,1,0.0,0.3284715068303046
25.00538265184228,6.989993937434923,0.8969051207881814,1.780072292128648,0.3441000606256508,1,2,0,1.0328909102843284,0.28056928232958195
18.715485259468217,6.653366188889994,0.8969051207881814,5.2146438078193595,0.2500383938866988,0,3,1,0.0,0.19674974076897903
19.562167978708946,2.7160071715391876,0.8969051207881814,2.9950290247352958,0.20287525066037104,1,0,0,1.669862807713939,0.1437148110899781
20.62865087803622,5.020707795540864,2.3189965592459965,1.9648845311181535,0.45,2,1,0,0.0,0.13908701764879516
25.802837126245258,4.196866104990502,2.3189965592459965,3.379243982672077,0.372031338950095,3,2,0,0.7881732287709071,0.33337492865459506
22.454560070644206,5.124842154654245,2.3189965592459965,2.4068665243134983,0.29102041028754494,0,3,1,0.5860453346968286,0.2733207588653925
16.611493662010012,5.3611308973048715,1.4220914384578152,1.167576266023421,0.2141274684914926,1,4,1,0.0,0.34988688772658194
20.12027002853616,7.065933971227745,1.4220914384578154,2.0626979199701627,0.12633793129989576,2,5,0,0.25112345665034563,0.2091407143370087
19.47396487490394,5.84672260242537,1.4220914384578154,7.181545726423708,0.057763670771650406,0,6,0,1.6011055595238328,0.18433206701539917
16.50114929519121,7.467067280398295,1.4220914384578154,1.0842609775190124,0.05,1,7,0,3.7720152474625928,0.20094574753698474
19.512969607452096,4.226516314404657,0.8724431580129571,6.416952125158669,0.45,2,8,1,0.0,0.3311367708278309
18.760708379729337,3.0846587293000853,0.8724431580129571,6.274227741101085,0.3831534127069992,3,9,1,0.7538952811851064,0.18939816829794745
18.346544648086038,7.326678034209868,0.9428783455797309,4.949663818512924,0.3355825094017596,4,10,0,0.0,0.25002158390905194
18.007124897304482,5.726605856667586,0.9428783455797309,2.4591343599585946,0.251469850082943,5,11,0,2.447085060566925,0.20022860665204686
23.43854159342025,3.893212665086268,0.9428783455797309,7.146414570101621,0.19242013542544487,6,12,1,0.7717583397345487,0.2801360169900219
17.72566943608555,5.595660579227797,0.9428783455797309,4.325528981557603,0.1210699187991313,7,0,0,5.162542683842599,0.3472949492814188
18.75559718746566,6.12175069032077,0.9428783455797309,2.212443603334148,0.0501668183919931,8,1,0,4.0913081789460115,0.2885246907921474
18.21754479932246,4.976732531562271,0.07043518756677375,4.003158147424583,0.05,9,2,1,8.27876839744071,0.2106604430258576
16.663556027007758,3.6326475506634477,0.07043518756677375,2.364420594209769,0.05,10,0,0,5.430475840977244,0.30006491867217144
18.199464919532094,3.991756033526153,0.0,3.6320548879094723,0.05,0,1,1,0.0,0.18629560640935947
17.936987653531084,5.016244201853966,0.0,4.476814397070842,0.05,1,2,0,1.7733349510509626,0.14844720982373993
17.757896782384286,4.804541000262409,0.7459685928392086,3.5193062279143494,0.45,2,3,1,1.234950533947642,0.13639981467198944
14.716391180341084,6.24975362222157,0.7459685928392086,5.599309918508907,0.3515024637777843,3,4,1,0.0,0.3390530151178321
16.44901909335003,3.9419322197662727,0.7459685928392086,7.551424628619069,0.2839629444778988,4,5,0,0.8419066191444112,0.19091916640793766
19.119566028676452,2.833892569979018,0.7459685928392086,3.4370454335287444,0.23290698321987674,5,6,1,0.0,0.22786580607727613
16.068331871117305,8.068175416107524,0.7459685928392086,3.4901765968554,0.13359267040121137,6,7,0,5.28179336918507,0.18193633258720257
16.860350837347088,4.386733999079375,0.7459685928392086,6.1681172942158575,0.0790379167783207,7,8,0,5.307909024314277,0.390602100837645
16.641450384413385,5.298173930912412,0.7459685928392086,4.7141365206475925,0.05,8,9,0,6.6414409570847175,0.14563759813261123
17.156039542048752,4.750723941321154,0.0,4.001876077345187,0.05,9,10,0,7.194599590187898,0.2844376211150194
17.341572223100904,4.1684014838611585,0.0,6.696657319195518,0.05,10,11,0,9.941374876387009,0.17710391853214025
14.903254131698855,3.466953057534087,0.0,7.237252470339879,0.05,11,12,1,10.735851015241245,0.19834454530676582
12.450178780784713,1.0,0.0,5.134106242330285,0.05,12,13,0,9.98472669722897,0.2652483913268607
11.284981247343328,2.0522105499259213,0.0,2.2957229092885427,0.05,13,14,0,11.112353491287204,0.04191652688113873
17.749664852246482,4.059214024805076,0.0,4.264001223013845,0.05,14,15,1,14.103312042826765,0.13483423007368728
16.76144363301556,1.0,0.9872158792818244,4.530594635036939,0.45,15,0,1,1.6872831357235702,0.5398431305431817
16.151554181000815,3.5085809650614994,0.9872158792818244,4.0254514997760165,0.37891419034938506,16,1,0,0.0,0.524867184092071
16.38859297450813,4.31017322993652,0.9872158792818244,2.8370231520576903,0.30549932282206904,17,2,0,0.6704589545033732,0.545204499669146
13.220664756336369,4.485028828059827,0.9872158792818244,4.306252654066981,0.23620908871570523,18,3,0,8.276016731021059,0.4235970023065834
11.579955800162534,4.04876122235012,0.9872158792818244,4.125823064683828,0.17682474939494763,19,0,0,5.482871169360795,0.3571962375644224
10.261591502202828,4.505192504624651,0.9872158792818244,2.4664546676635704,0.11762684439710533,20,1,1,8.95175898662478,0.45243098276016275
9.682043357147148,5.391781523830698,0.9872158792818244,7.324014566352455,0.054298881607029933,21,2,0,12.539061573271075,0.37828856674396066
16.332974851534427,4.543009831741588,0.0,7.197386655932276,0.05,22,0,1,11.639772490615318,0.4384885641725964
10.962670626815312,3.1092821630454814,0.0,6.317314999154128,0.05,23,1,1,12.814938771726379,0.4018895805741355
15.351565161430788,2.5270662024402473,0.8736739172958418,3.8066260432859695,0.45,24,2,1,1.8277676367022297,0.7434915344261588
11.370565170646767,2.8156976990919436,0.8736739172958418,3.5923933552449494,0.3858430230090806,25,3,0,5.071218102438251,0.5203297205145256
9.646161482098154,2.1450478080963973,0.8736739172958418,6.015257641771751,0.3335251030873902,26,4,1,7.567964552377198,0.5757886630281129
8.134956854607557,4.149054847454433,0.8736739172958418,5.256834645021482,0.2653525463658547,27,5,1,11.311413791975777,0.5946698715637414
9.396334117538693,3.2450827086187957,0.8736739172958418,5.204188267627305,0.21167351557039837,28,6,1,12.592681811824193,0.5155820271202181
15.157915509205766,1.729451705158875,2.155852295067253,1.8687806924639965,0.45,29,7,1,5.794393247646168,0.6623442763708844
7.392703255728522,4.201242840440796,2.155852295067253,5.3279864620681385,0.3719875715955921,30,8,0,11.517690202746413,0.695696350398813
16.737517067845946,1.691273920083749,5.286669419157008,7.31304107786356,0.45,0,9,1,1.9235572163059986,0.147369186545179
7.607282670921399,1.0,5.286669419157008,1.6007152946930339,0.404,1,0,1,0.0,0.21018237690581598
12.120744958623417,1.9408511955803671,5.286669419157008,3.3741990934955117,0.3522714880441964,2,1,0,2.1898669823078842,0.08813204129006239
9.176969513828048,1.0,5.286669419157008,4.563100040129506,0.31408976900066066,3,2,1,1.0520482017134953,0.22281959760313352
8.392987757353488,3.1891974412832287,5.286669419157008,5.802066463820409,0.25707061306777557,4,3,1,0.0,0.1291047626591376
5.2825385081377,1.0,4.004491041385596,1.6274445068937582,0.2265049640223535,5,4,1,0.0,0.18980723525285223
8.544023863244337,1.4400131615164424,4.004491041385596,7.10964335302191,0.1939844352854008,6,5,1,0.0,0.17023436323727398
5.107090763643996,2.93687748883239,0.0,1.2838193428570603,0.14909690557424485,0,6,0,1.7335247800316713,0.1684928901315701
5.0,1.0,0.0,7.003827667650698,0.12716915312830526,1,7,1,0.0,0.05453171564712467
8.427573372863638,1.9729744127165616,0.0,1.193562291056786,0.09726587675087522,2,8,1,0.0,0.0400856080166303
5.906742725694618,1.0,0.0,2.07466313029149,0.07948460661080521,3,0,1,0.0,0.13334357567579186
12.610940354297195,1.5525396261031887,0.0,6.602266790075714,0.05760044182090891,4,1,1,0.0,0.2579658757871648
10.303566359395035,1.9520373446584722,0.0,7.021151060426448,0.05,0,2,0,0.0,0.10090758540416304
12.142203197106667,1.0,0.0,7.87586080500358,0.05,1,3,0,0.0,0.07857863591113894
5.0,1.0,0.0,1.8100037984057264,0.05,2,4,1,1.5253169788239154,0.14692344945116442
6.953828166934682,1.5144503811877348,0.0,4.685157812634422,0.05,3,5,1,3.6129004514825485,0.16468134164890635
5.0,1.0,0.0,1.5400907857778339,0.05,4,6,0,3.762963132046117,0.0
5.1996104670197205,2.0160029829794057,0.0,2.0948533817469475,0.05,5,7,1,2.8708116268177424,0.03552882693610278
6.092034916085802,2.6555581950170555,0.0,2.221457005344543,0.05,6,8,1,4.997581491830954,0.0815478409269697
6.011451944002966,1.0,0.0,1.4437177602135982,0.05,7,9,1,5.551650706443079,0.062163005093996325
5.176289154337581,3.085054157007418,0.09563510223988349,7.25085864149836,0.09165754022183262,8,10,1,5.966079762100997,0.1522954407309688
5.258650481887051,1.0,0.09563510223988349,1.884488626100519,0.07432493700408602,9,0,0,2.726995977175984,0.34520476184504467
5.0,3.2634558612261078,0.09563510223988349,5.405385901086266,0.05,10,1,1,3.799124003444352,0.16576666139284085
5.342959547299423,1.0,0.09563510223988349,5.3802294519419895,0.05,11,2,1,3.99642126338109,0.3440833907381366
5.784700197730647,1.172528036693132,0.09563510223988349,2.3905164375634858,0.05,12,3,1,5.826738357259957,0.09051227299418899
8.110222058039556,1.0850645340117793,0.09563510223988349,7.988878828650468,0.05,0,0,1,0.0,0.11756740558185522
5.0,1.0,1.0250954916264041,3.431574412371204,0.45,0,0,0,0.7687731840118254,0.0
5.0,1.0,2.841577603796612,7.335660596743763,0.45,1,1,1,0.0,0.11041341667456336
6.707044001435487,1.9572569127827406,2.841577603796612,7.637993125776216,0.39442743087217264,2,0,1,0.8242057599181655,0.0
5.0,1.0,2.841577603796612,7.642921700097875,0.3528732364023988,3,1,1,0.7186992053650919,0.0
5.0,1.0,2.841577603796612,6.269863113212059,0.31464337749020693,4,2,1,0.0,0.17691389004969893
5.0,1.0,2.841577603796612,2.776635037183881,0.27947190729099036,5,3,1,1.2006579908418453,0.08669787884122299
5.0,1.8451192629285194,2.841577603796612,1.844587462671806,0.23866296207842597,6,4,1,0.8918368139099198,0.13964718857944133
5.0,1.0,1.9121172144100913,4.989194840079553,0.2095699251121519,7,5,1,0.0,0.35245836954174414
5.997956264302159,1.146320086112251,0.07992895260829251,3.520273917679073,0.24528429232869126,8,6,0,0.0,0.24876305795430778
5.0,1.0,0.07992895260829251,6.817273082734571,0.21566154894239595,9,7,0,2.94519390478111,0.26321744304690853
5.0,1.0,0.07992895260829251,6.214930368317261,0.18840862502700428,10,8,0,3.4082542671578704,0.14331536491070543
5.0,1.0,0.07992895260829251,2.9352780732138815,0.16333593502484395,11,9,0,5.830291511964453,0.07054231877296936
5.0,1.0,0.07992895260829251,1.1191066358281017,0.14026906022285643,12,10,1,3.1908436050347997,0.24639096888262055
5.0,1.0,0.07992895260829251,2.6612103126563835,0.11904753540502792,13,11,0,7.442047016841437,0.07081039628528785
5.0,1.0,0.07992895260829251,4.9698090896958655,0.0995237325726257,14,12,1,6.829069066864891,0.16864256151447932
5.0,1.0,0.0,1.5529823054881589,0.08156183396681566,15,13,1,10.022865084702635,0.20189636911912578
5.0,1.0,0.0,5.607908198016304,0.06503688724947042,16,0,0,7.8506620687783,0.2396414424150495
5.0,1.0,0.0,5.701873993406099,0.05,17,1,0,10.276968174898922,0.24899996511940908
5.0,1.0,0.0,2.1857574565191533,0.05,18,2,0,7.884199925875377,0.340341473162659
5.0,1.0,0.248087230992271,5.1742276385980155,0.23446978479381683,19,3,1,4.50562990483371,0.2864516468610595
5.0,1.0,1.8579013163954772,5.2487999957286355,0.45,20,4,0,0.0,0.4190897027300097
5.0,1.0,1.8579013163954772,4.345847024478378,0.404,21,5,1,0.1671366909491223,0.3390371972187092
5.0,1.0,1.8579013163954772,7.672720652702119,0.36168000000000006,22,6,1,4.391702830107642,0.4214129676753056
5.0,1.0,4.145980869463388,1.7571422620894972,0.45,23,7,1,0.03211517917799664,0.6194092841369296
5.0,1.0,4.145980869463388,3.84637968092044,0.404,24,8,0,2.1168627759537113,0.6602982269027781
5.0,1.0,4.145980869463388,7.180445405772127,0.36168000000000006,25,9,0,4.592722100031447,0.5289396630815802
